"m"	"Vm"
9158	3
9159	1
9161	2
9162	3
9163	2
9164	2
9165	2
9166	1
9168	1
9169	1
9170	2
9172	1
9173	1
9174	2
9176	1
9177	1
9178	1
9179	1
9181	4
9182	2
9183	1
9185	2
9186	2
9187	2
9189	2
9190	2
9191	1
9192	1
9194	1
9195	1
9196	1
9199	2
9200	2
9201	1
9203	1
9206	1
9208	1
9210	1
9211	1
9212	1
9217	2
9220	2
9221	1
9223	1
9225	2
9228	1
9229	1
9230	2
9231	4
9232	2
9233	2
9234	2
9238	1
9239	1
9240	2
9243	3
9245	1
9246	1
9247	1
9248	3
9250	3
9251	1
9254	1
9256	4
9257	2
9260	2
9263	1
9264	1
9268	1
9269	1
9271	4
9274	1
9276	2
9277	3
9278	1
9280	1
9281	2
9285	2
9287	2
9288	1
9289	2
9290	2
9292	1
9293	1
9295	2
9296	4
9298	1
9300	1
9301	1
9303	1
9304	3
9305	2
9307	1
9309	1
9310	2
9311	2
9313	1
9315	1
9316	1
9317	1
9320	1
9321	2
9322	1
9323	1
9325	1
9328	5
9329	3
9330	2
9331	1
9333	2
9334	1
9336	2
9340	4
9341	1
9343	1
9345	1
9347	1
9348	1
9349	2
9350	1
9351	3
9352	3
9353	3
9355	1
9357	3
9358	3
9360	1
9362	1
9365	2
9366	2
9367	2
9369	2
9370	1
9371	2
9372	4
9374	1
9376	1
9377	2
9381	2
9383	1
9384	2
9385	1
9386	1
9387	1
9390	2
9392	1
9393	1
9396	4
9398	1
9400	1
9401	4
9402	1
9403	1
9404	2
9408	2
9410	2
9411	2
9412	1
9414	3
9415	2
9416	1
9418	1
9419	1
9421	3
9425	1
9427	2
9428	1
9429	2
9430	1
9431	1
9433	1
9434	1
9435	4
9436	1
9437	2
9438	2
9439	3
9442	1
9446	2
9447	1
9449	1
9450	1
9452	1
9453	2
9454	2
9455	1
9457	4
9458	2
9459	1
9461	3
9463	1
9464	2
9465	2
9466	1
9468	2
9470	1
9471	1
9472	3
9475	1
9476	4
9477	2
9478	1
9479	1
9480	2
9481	2
9482	1
9483	1
9484	2
9485	2
9486	4
9487	1
9489	1
9490	1
9492	1
9496	3
9500	2
9501	2
9502	3
9503	1
9505	2
9506	3
9507	3
9508	1
9510	2
9511	1
9512	3
9513	1
9516	1
9517	1
9518	3
9520	2
9522	3
9524	1
9525	1
9526	3
9527	1
9528	1
9529	2
9530	1
9531	1
9532	1
9533	1
9535	1
9537	1
9540	1
9541	1
9543	1
9545	1
9546	2
9547	1
9548	2
9549	1
9551	1
9553	2
9554	2
9555	2
9556	1
9558	5
9559	1
9560	1
9562	1
9563	1
9566	2
9567	1
9568	1
9569	1
9570	1
9572	2
9574	1
9575	1
9577	1
9578	4
9580	1
9581	3
9584	1
9585	1
9587	1
9588	1
9589	1
9592	1
9594	1
9595	2
9596	1
9598	1
9600	3
9602	2
9604	3
9605	1
9607	2
9608	2
9610	1
9611	2
9612	2
9615	2
9617	3
9618	1
9619	1
9620	3
9621	1
9622	5
9623	1
9625	1
9627	1
9628	1
9629	2
9630	1
9631	1
9633	2
9634	1
9635	2
9636	1
9637	1
9638	2
9639	3
9640	3
9641	1
9642	1
9643	3
9644	1
9645	2
9646	3
9647	1
9648	1
9649	1
9650	2
9652	1
9654	1
9656	1
9657	2
9658	3
9659	3
9660	3
9662	3
9665	1
9667	2
9668	1
9669	1
9670	2
9671	1
9672	1
9673	1
9674	3
9675	1
9681	2
9682	4
9683	2
9684	1
9687	3
9688	2
9689	2
9690	2
9691	1
9692	1
9693	2
9694	2
9696	2
9697	1
9698	1
9699	2
9700	1
9703	2
9704	2
9705	1
9706	1
9707	1
9708	3
9709	2
9711	1
9712	3
9713	1
9714	2
9717	1
9718	1
9719	1
9720	2
9721	2
9722	2
9723	4
9724	1
9725	4
9728	1
9729	2
9730	3
9732	1
9733	2
9738	2
9739	1
9740	2
9743	3
9744	1
9745	1
9747	1
9749	2
9750	3
9753	1
9754	2
9757	2
9758	1
9759	3
9761	2
9762	1
9763	2
9765	2
9769	2
9771	1
9772	2
9773	2
9774	4
9776	3
9777	2
9779	1
9782	3
9783	2
9786	1
9787	1
9788	2
9789	2
9790	1
9792	2
9793	2
9796	1
9797	2
9798	1
9801	2
9802	1
9803	4
9806	3
9808	1
9811	3
9818	1
9819	1
9820	1
9821	2
9822	1
9824	2
9825	3
9826	4
9827	1
9829	1
9830	1
9832	1
9835	3
9843	2
9844	1
9845	2
9846	2
9850	1
9851	1
9855	2
9857	2
9858	4
9859	2
9860	2
9861	1
9864	2
9865	2
9867	1
9868	2
9871	1
9872	3
9875	1
9877	2
9879	1
9880	2
9881	2
9884	1
9885	2
9887	2
9888	1
9889	1
9890	2
9891	1
9892	1
9893	1
9894	1
9896	1
9898	1
9900	3
9901	1
9904	1
9905	1
9906	1
9907	2
9908	1
9909	1
9911	1
9914	1
9916	1
9917	3
9918	2
9919	1
9922	1
9923	1
9926	2
9927	2
9931	1
9932	2
9934	3
9936	1
9937	3
9940	1
9941	1
9942	1
9945	1
9946	2
9947	2
9948	2
9954	2
9955	1
9956	1
9957	2
9958	1
9962	2
9963	3
9967	2
9968	2
9969	1
9977	1
9979	2
9981	2
9982	2
9984	2
9985	1
9986	2
9987	2
9988	1
9989	1
9991	1
9995	1
9997	3
9999	1
10002	2
10003	1
10004	2
10005	2
10006	4
10008	1
10009	1
10010	1
10012	2
10013	1
10014	4
10016	1
10017	2
10018	1
10020	1
10023	1
10025	4
10026	1
10028	1
10031	1
10032	2
10033	3
10036	1
10038	1
10039	1
10041	3
10042	1
10043	2
10044	2
10045	1
10047	5
10048	2
10049	1
10050	1
10052	1
10053	1
10055	1
10057	3
10064	2
10065	1
10066	3
10067	1
10068	2
10069	1
10071	1
10072	2
10074	2
10075	1
10076	1
10077	2
10078	3
10079	1
10080	1
10081	1
10083	2
10085	1
10087	2
10088	1
10092	1
10093	3
10094	1
10095	1
10096	2
10097	1
10098	4
10100	3
10101	1
10105	2
10106	1
10107	1
10109	1
10111	1
10113	3
10115	3
10116	1
10117	1
10118	3
10119	1
10120	2
10122	1
10124	1
10125	2
10126	2
10129	1
10130	1
10136	1
10137	1
10138	2
10139	2
10140	1
10141	1
10142	1
10143	1
10144	2
10145	2
10146	1
10147	1
10150	1
10151	1
10153	1
10155	1
10156	1
10157	2
10159	1
10160	2
10163	1
10164	1
10166	1
10169	2
10170	1
10173	2
10174	2
10177	1
10178	3
10179	2
10180	2
10184	3
10185	1
10186	1
10187	1
10189	2
10190	1
10192	3
10195	1
10197	2
10199	1
10200	1
10201	2
10202	1
10203	2
10206	1
10208	1
10212	2
10214	2
10216	3
10217	1
10218	1
10219	1
10220	3
10221	1
10222	1
10224	2
10225	1
10226	1
10227	1
10231	1
10232	1
10233	1
10234	1
10237	1
10238	1
10240	1
10244	1
10247	1
10249	1
10251	1
10252	1
10253	1
10254	3
10255	2
10256	1
10257	1
10259	4
10263	1
10265	2
10266	2
10267	1
10269	2
10270	1
10271	1
10275	2
10277	2
10283	1
10286	1
10287	1
10289	1
10292	1
10294	1
10295	2
10296	3
10297	1
10298	1
10299	1
10300	1
10302	2
10303	1
10304	2
10306	1
10307	1
10308	4
10310	1
10311	1
10313	1
10314	1
10315	2
10317	3
10318	3
10319	1
10320	1
10321	1
10322	1
10324	1
10325	1
10326	1
10327	1
10329	1
10331	4
10333	3
10335	1
10337	1
10338	2
10339	3
10342	2
10345	1
10346	2
10348	1
10349	1
10350	1
10353	1
10354	2
10355	1
10356	1
10358	1
10359	3
10360	2
10362	1
10365	2
10366	3
10368	1
10369	2
10370	1
10371	2
10372	3
10373	1
10376	1
10377	2
10378	2
10381	2
10382	1
10383	1
10385	2
10387	1
10389	1
10390	1
10391	1
10392	1
10393	3
10394	3
10399	1
10401	1
10402	2
10403	1
10404	2
10405	1
10406	1
10407	1
10408	3
10409	3
10410	2
10411	1
10412	2
10413	1
10414	1
10415	1
10417	1
10421	1
10424	2
10425	1
10428	2
10429	1
10430	1
10432	1
10433	2
10434	2
10437	1
10438	1
10440	1
10442	1
10443	1
10444	1
10446	1
10447	1
10448	2
10450	1
10451	1
10452	1
10459	1
10460	2
10461	1
10462	1
10463	1
10465	1
10466	3
10467	1
10468	2
10471	2
10472	1
10474	1
10477	1
10478	1
10482	1
10483	1
10484	1
10485	2
10486	1
10487	1
10488	1
10489	1
10490	1
10491	2
10493	1
10494	2
10495	1
10496	1
10497	1
10501	1
10502	2
10504	1
10509	1
10510	1
10511	1
10512	2
10513	1
10515	2
10516	1
10517	3
10518	1
10519	1
10521	1
10522	2
10523	3
10524	1
10525	2
10530	2
10531	1
10534	1
10538	3
10540	2
10541	2
10542	1
10543	1
10547	1
10549	2
10550	1
10554	1
10555	1
10560	1
10562	2
10563	1
10566	2
10569	1
10570	1
10571	3
10573	2
10575	1
10576	2
10577	2
10578	1
10582	3
10584	1
10586	2
10587	1
10588	1
10591	2
10592	1
10594	1
10595	2
10596	1
10597	1
10599	2
10604	1
10605	3
10606	3
10607	1
10608	1
10609	2
10610	1
10613	1
10615	3
10616	1
10619	2
10620	3
10622	1
10623	1
10624	1
10625	1
10628	2
10630	1
10632	1
10634	2
10637	1
10638	1
10639	1
10640	2
10641	1
10644	2
10646	1
10647	1
10650	1
10651	1
10652	1
10654	1
10655	1
10657	1
10659	2
10661	1
10662	1
10665	2
10666	1
10668	1
10669	1
10670	1
10671	2
10672	1
10673	1
10674	1
10675	1
10676	3
10677	2
10678	2
10679	1
10680	2
10682	2
10683	3
10684	1
10685	1
10686	1
10687	2
10690	1
10691	3
10694	2
10696	4
10697	2
10698	1
10700	1
10702	2
10706	1
10707	1
10709	2
10710	1
10711	4
10712	1
10716	1
10718	1
10719	1
10722	4
10723	2
10724	2
10725	1
10726	1
10728	1
10729	1
10731	3
10732	1
10733	1
10734	1
10736	1
10742	3
10743	3
10744	1
10746	1
10747	1
10748	1
10749	3
10750	1
10751	1
10753	2
10754	1
10759	1
10762	1
10763	2
10764	2
10765	1
10766	1
10767	1
10768	1
10770	1
10771	1
10774	1
10778	1
10779	1
10780	1
10781	2
10784	2
10785	2
10786	1
10787	3
10794	2
10798	2
10799	4
10800	1
10801	1
10802	1
10803	1
10804	3
10806	1
10807	1
10809	1
10811	2
10813	1
10814	2
10815	1
10818	1
10819	1
10820	3
10822	1
10824	2
10825	4
10826	2
10827	1
10829	2
10830	1
10831	2
10833	1
10834	1
10835	1
10838	1
10839	2
10841	2
10842	2
10843	1
10844	1
10846	1
10847	1
10848	2
10851	1
10852	1
10853	1
10855	1
10857	1
10858	2
10859	1
10860	1
10862	1
10863	1
10864	2
10866	1
10867	2
10868	1
10871	1
10872	2
10873	1
10874	1
10875	1
10877	3
10882	1
10883	1
10888	1
10889	4
10890	1
10891	1
10892	1
10894	1
10896	1
10897	1
10899	2
10901	2
10906	1
10908	1
10909	1
10910	2
10913	1
10918	3
10919	1
10920	2
10921	1
10923	2
10925	1
10928	1
10929	1
10930	2
10931	2
10932	2
10933	1
10935	2
10938	2
10940	1
10942	1
10943	1
10944	2
10947	1
10950	1
10951	1
10952	5
10955	1
10958	1
10960	2
10961	1
10963	2
10964	1
10966	2
10967	2
10971	1
10972	2
10973	4
10976	1
10977	1
10978	1
10979	1
10982	2
10983	2
10985	2
10986	1
10988	1
10991	1
10992	1
10993	1
10994	1
10995	2
10997	1
10998	2
10999	1
11000	1
11001	2
11002	2
11004	2
11005	2
11006	1
11007	1
11008	2
11009	1
11010	2
11011	3
11013	2
11016	1
11017	1
11019	1
11021	1
11023	1
11024	1
11026	2
11029	1
11031	3
11032	3
11036	1
11038	1
11039	1
11042	1
11043	1
11044	1
11045	3
11046	1
11048	3
11049	1
11051	1
11052	1
11054	2
11059	1
11060	1
11061	1
11063	3
11064	1
11065	1
11067	2
11068	1
11069	3
11071	1
11073	1
11075	1
11076	1
11080	2
11083	1
11084	1
11085	1
11086	1
11087	2
11088	1
11089	1
11092	1
11093	1
11094	1
11097	1
11098	2
11101	1
11102	1
11103	1
11105	1
11106	2
11107	4
11109	1
11110	1
11112	2
11113	2
11115	1
11116	1
11117	1
11118	1
11120	1
11123	2
11124	2
11125	3
11126	2
11127	1
11128	1
11132	2
11133	3
11134	1
11137	2
11139	2
11141	3
11142	1
11144	2
11145	2
11148	1
11149	2
11150	3
11154	1
11156	2
11158	2
11161	3
11162	1
11163	2
11165	1
11167	3
11168	1
11170	1
11171	1
11172	1
11173	2
11174	1
11176	1
11179	2
11180	2
11181	2
11182	1
11183	1
11184	1
11185	2
11187	1
11191	2
11192	2
11194	1
11196	1
11197	1
11200	1
11203	2
11204	1
11205	1
11207	2
11209	2
11211	3
11213	1
11214	1
11215	1
11217	1
11225	1
11226	2
11228	1
11229	1
11230	1
11231	1
11232	2
11233	2
11236	2
11239	3
11240	1
11241	1
11246	2
11248	1
11251	1
11252	3
11255	1
11256	1
11257	4
11258	2
11259	1
11260	1
11262	1
11265	1
11267	2
11269	1
11271	1
11272	1
11273	1
11274	1
11276	1
11278	1
11279	1
11281	1
11286	6
11287	1
11288	2
11289	1
11292	2
11293	2
11294	1
11296	2
11300	1
11305	1
11306	1
11309	1
11310	1
11312	1
11314	1
11315	2
11316	2
11319	3
11320	2
11321	1
11322	1
11324	1
11326	2
11328	2
11329	1
11330	2
11332	1
11333	1
11335	1
11336	1
11338	1
11342	2
11347	1
11348	1
11349	1
11351	2
11353	1
11357	2
11358	1
11360	1
11365	1
11367	1
11369	1
11371	3
11372	1
11375	2
11377	2
11378	1
11379	1
11380	1
11383	2
11385	1
11387	1
11388	2
11389	1
11395	2
11396	3
11401	1
11402	1
11404	2
11405	1
11406	1
11408	1
11410	1
11412	1
11413	1
11415	1
11417	1
11419	1
11421	1
11423	1
11424	3
11425	1
11427	3
11428	2
11429	3
11439	1
11440	1
11442	1
11443	1
11445	2
11447	1
11448	1
11452	1
11453	2
11454	1
11456	1
11461	1
11464	1
11466	2
11469	2
11470	1
11472	2
11473	1
11474	1
11477	3
11478	3
11479	1
11481	1
11482	2
11483	1
11484	1
11488	1
11489	2
11491	1
11492	4
11493	3
11494	1
11497	1
11500	1
11501	1
11502	1
11503	2
11505	1
11506	1
11507	1
11510	1
11511	1
11515	1
11517	1
11520	2
11521	2
11523	3
11524	1
11528	1
11530	1
11531	1
11532	1
11533	1
11536	1
11537	2
11539	1
11544	2
11545	1
11546	1
11547	2
11548	2
11549	1
11550	2
11552	1
11554	2
11555	2
11556	1
11560	5
11561	2
11563	1
11564	1
11565	1
11568	1
11569	1
11570	2
11571	1
11573	2
11576	2
11577	1
11581	1
11583	2
11584	2
11585	1
11586	1
11588	3
11589	1
11590	1
11594	1
11595	2
11596	2
11599	1
11600	1
11601	1
11602	1
11603	1
11606	1
11608	1
11609	1
11611	1
11612	2
11615	1
11616	1
11617	1
11619	2
11620	2
11622	1
11623	2
11624	1
11627	1
11628	2
11629	1
11632	1
11633	1
11634	1
11635	1
11636	4
11639	2
11640	3
11642	2
11646	1
11649	2
11650	3
11651	1
11652	1
11653	1
11659	2
11660	1
11662	1
11664	3
11666	1
11669	1
11670	1
11671	2
11672	1
11674	2
11675	1
11677	1
11678	2
11679	1
11681	1
11682	1
11685	2
11686	1
11689	2
11690	1
11691	1
11693	1
11696	1
11697	1
11699	1
11700	1
11701	1
11702	1
11704	1
11706	2
11707	2
11709	1
11712	2
11714	2
11716	1
11717	1
11722	1
11723	3
11726	1
11729	1
11732	3
11734	1
11736	1
11737	1
11739	1
11741	1
11743	2
11744	1
11745	1
11746	1
11747	1
11750	2
11755	1
11757	1
11759	2
11764	2
11766	1
11767	1
11769	1
11770	2
11776	2
11777	1
11778	1
11781	3
11783	1
11784	2
11785	1
11787	1
11788	4
11789	2
11793	3
11795	1
11796	2
11797	2
11798	1
11799	2
11801	1
11806	1
11809	1
11811	1
11813	2
11814	1
11815	1
11816	2
11819	1
11821	1
11823	1
11824	1
11825	2
11826	1
11827	2
11828	1
11830	1
11832	3
11834	1
11836	1
11839	1
11840	2
11841	1
11846	1
11847	1
11848	1
11849	2
11850	1
11851	1
11854	2
11857	2
11859	2
11860	1
11865	2
11866	1
11867	1
11871	1
11872	1
11873	1
11874	2
11875	2
11877	1
11880	2
11881	3
11882	1
11884	2
11885	1
11888	2
11891	1
11892	1
11894	1
11895	2
11897	1
11898	3
11901	1
11903	1
11905	1
11908	3
11911	1
11912	1
11913	2
11914	1
11915	1
11916	1
11917	1
11918	1
11922	2
11924	1
11925	2
11927	2
11928	1
11930	2
11933	2
11935	2
11941	2
11943	1
11945	1
11947	2
11948	1
11949	1
11953	1
11954	1
11955	1
11956	1
11957	1
11958	3
11960	2
11961	2
11962	2
11963	2
11964	2
11967	4
11968	1
11969	1
11971	1
11973	2
11974	1
11975	1
11977	1
11978	1
11979	3
11980	2
11981	1
11982	3
11983	2
11984	1
11987	2
11988	2
11990	1
11991	2
11992	2
11993	1
11995	1
11996	1
12001	1
12006	1
12007	1
12008	1
12009	2
12012	1
12017	1
12018	1
12019	1
12021	2
12022	3
12023	2
12025	1
12030	1
12034	1
12036	1
12039	1
12040	1
12041	1
12042	1
12043	2
12044	2
12046	1
12048	1
12050	2
12053	2
12054	1
12056	1
12057	2
12063	1
12064	2
12066	2
12067	1
12069	2
12070	1
12071	1
12072	1
12075	1
12079	1
12080	1
12086	2
12087	2
12089	2
12091	1
12092	1
12093	1
12095	1
12096	3
12097	1
12098	2
12100	3
12101	1
12102	1
12104	3
12105	1
12108	1
12109	1
12111	2
12112	1
12113	1
12114	1
12115	3
12116	1
12119	2
12121	2
12122	1
12125	3
12127	1
12130	1
12131	3
12133	1
12139	2
12140	2
12144	2
12145	1
12146	1
12147	1
12148	2
12149	1
12150	1
12152	1
12154	2
12155	1
12156	1
12157	1
12160	1
12161	3
12162	2
12164	1
12166	2
12169	1
12170	1
12173	1
12174	2
12175	1
12176	1
12177	1
12178	1
12181	1
12182	1
12183	2
12184	1
12186	3
12187	2
12188	1
12189	1
12190	1
12194	1
12195	1
12198	1
12199	1
12201	1
12207	1
12208	2
12209	1
12213	1
12214	1
12215	3
12216	1
12217	1
12218	1
12221	1
12222	2
12223	1
12224	1
12227	1
12228	2
12230	1
12232	1
12235	1
12236	1
12237	1
12238	1
12240	2
12242	1
12243	2
12248	2
12250	1
12251	1
12252	1
12253	2
12254	1
12255	1
12257	1
12259	2
12262	1
12263	1
12264	1
12265	2
12268	1
12269	2
12271	2
12273	2
12274	1
12275	1
12277	1
12281	1
12282	1
12283	3
12285	3
12287	1
12288	1
12291	1
12293	3
12295	1
12296	1
12297	1
12298	1
12299	1
12300	3
12303	4
12304	3
12306	1
12307	2
12308	1
12309	1
12312	2
12313	1
12315	1
12324	1
12327	1
12328	1
12329	1
12330	2
12333	1
12336	1
12338	3
12339	1
12341	1
12343	1
12345	3
12349	1
12350	1
12352	2
12358	1
12359	3
12360	1
12365	2
12368	1
12369	1
12371	1
12372	2
12374	3
12375	2
12376	1
12377	1
12378	1
12380	1
12381	1
12383	2
12384	1
12387	1
12388	1
12392	1
12393	2
12394	1
12396	1
12397	3
12399	2
12401	2
12403	1
12404	1
12405	1
12410	3
12411	1
12412	1
12414	1
12416	1
12420	1
12421	1
12426	1
12429	1
12431	1
12434	1
12435	3
12437	1
12438	1
12441	1
12442	1
12443	1
12444	1
12445	2
12446	1
12449	1
12451	1
12452	1
12453	1
12454	2
12456	2
12457	1
12461	1
12462	2
12463	1
12467	2
12468	2
12469	3
12470	1
12471	2
12472	5
12473	2
12474	1
12475	2
12477	2
12478	1
12479	1
12480	1
12482	1
12483	1
12484	1
12486	1
12487	1
12488	1
12489	2
12491	2
12492	1
12493	2
12495	2
12496	1
12498	2
12500	3
12501	1
12503	2
12504	1
12505	1
12509	2
12510	1
12512	1
12513	2
12514	1
12517	1
12518	1
12519	1
12523	1
12524	1
12526	1
12527	1
12529	1
12531	1
12535	1
12536	2
12538	1
12540	1
12541	1
12543	1
12547	1
12549	1
12551	1
12554	1
12557	1
12558	1
12559	2
12560	1
12562	2
12565	1
12566	3
12568	1
12571	1
12573	2
12574	1
12575	1
12577	2
12579	1
12580	2
12581	1
12583	1
12584	1
12586	1
12587	1
12590	1
12592	3
12593	1
12594	1
12597	1
12598	2
12599	1
12600	2
12601	2
12611	2
12612	1
12613	2
12617	1
12618	2
12620	1
12621	1
12622	2
12623	3
12624	1
12625	1
12628	1
12629	1
12632	1
12637	1
12638	1
12639	1
12640	3
12642	2
12643	1
12646	1
12647	2
12649	1
12650	2
12651	1
12653	1
12654	2
12660	1
12662	2
12665	3
12666	1
12667	1
12671	1
12672	1
12675	1
12678	1
12679	1
12680	1
12682	2
12683	1
12686	1
12687	1
12688	1
12694	1
12695	1
12697	2
12700	1
12703	1
12704	3
12705	1
12706	1
12710	1
12711	1
12715	1
12716	1
12718	1
12720	1
12723	1
12724	1
12725	1
12727	1
12730	1
12732	1
12736	1
12737	1
12738	1
12739	3
12741	2
12743	1
12745	1
12747	1
12748	2
12749	1
12753	1
12755	1
12756	1
12758	1
12759	2
12760	1
12762	2
12763	1
12764	1
12766	1
12767	1
12768	2
12769	1
12773	1
12774	1
12777	1
12778	4
12783	1
12785	1
12786	2
12788	2
12791	1
12792	1
12793	3
12794	2
12796	1
12799	2
12801	1
12802	1
12803	1
12804	1
12806	1
12807	2
12808	1
12816	1
12817	2
12818	2
12819	1
12820	1
12822	1
12823	2
12824	2
12825	1
12826	1
12828	1
12831	1
12834	1
12835	4
12838	1
12841	2
12842	1
12843	1
12845	1
12847	1
12849	1
12850	1
12853	1
12854	2
12855	1
12856	1
12857	1
12858	1
12862	2
12863	1
12864	1
12865	2
12866	1
12868	1
12869	1
12870	2
12872	1
12873	1
12876	1
12877	1
12884	2
12888	2
12889	1
12890	1
12893	1
12895	3
12896	1
12898	1
12900	1
12902	1
12907	2
12910	1
12911	1
12912	3
12913	1
12916	1
12917	2
12918	1
12920	1
12924	1
12926	1
12928	1
12930	1
12932	1
12933	1
12934	1
12936	1
12937	2
12944	2
12945	2
12947	1
12948	1
12953	1
12955	1
12956	2
12960	1
12962	1
12970	2
12971	2
12973	2
12976	1
12980	1
12983	1
12984	1
12985	1
12987	1
12988	1
12989	1
12990	1
12991	1
12992	1
12996	1
12997	1
12998	1
12999	2
13001	1
13002	1
13008	1
13011	1
13012	1
13013	1
13015	1
13016	1
13018	1
13019	1
13020	1
13023	1
13025	1
13031	1
13034	1
13036	3
13039	1
13040	1
13042	1
13043	2
13045	1
13048	1
13051	1
13054	1
13055	2
13058	1
13062	1
13064	1
13066	1
13073	1
13075	1
13076	2
13077	2
13084	1
13088	1
13090	1
13092	1
13093	1
13095	1
13096	1
13097	1
13098	2
13101	1
13103	1
13104	2
13105	1
13107	1
13108	2
13109	1
13110	1
13111	1
13117	1
13118	1
13119	1
13120	2
13123	1
13125	1
13126	2
13127	3
13130	1
13133	1
13134	1
13136	1
13138	1
13139	1
13141	1
13143	1
13144	1
13145	1
13146	1
13148	1
13149	1
13153	1
13155	1
13156	1
13157	1
13160	1
13161	1
13162	2
13165	1
13170	1
13171	1
13172	1
13174	1
13176	1
13178	2
13179	1
13180	1
13181	1
13182	1
13183	1
13184	2
13187	1
13191	1
13192	1
13193	2
13194	1
13196	1
13197	1
13200	2
13201	1
13202	1
13203	1
13206	1
13207	1
13210	1
13212	1
13215	2
13217	1
13221	1
13223	1
13224	1
13225	3
13227	2
13233	1
13234	2
13236	3
13240	1
13241	1
13242	1
13243	1
13245	1
13249	1
13252	1
13253	1
13254	2
13256	1
13257	2
13258	2
13260	1
13261	2
13262	1
13267	1
13268	1
13269	1
13272	1
13274	1
13275	1
13280	1
13283	1
13284	1
13286	1
13288	1
13289	1
13291	1
13293	1
13295	1
13296	2
13297	1
13300	1
13302	1
13305	1
13310	1
13311	1
13314	1
13317	1
13321	1
13323	1
13324	1
13325	1
13330	1
13331	1
13332	1
13335	1
13336	1
13340	1
13341	1
13342	1
13343	1
13346	1
13347	3
13348	2
13349	1
13352	2
13357	1
13360	4
13362	1
13364	1
13365	3
13367	1
13369	1
13371	1
13372	1
13375	1
13376	1
13377	2
13378	2
13381	1
13382	1
13385	2
13387	1
13388	1
13389	1
13390	1
13391	1
13394	3
13397	1
13398	1
13399	1
13402	1
13403	1
13407	1
13408	1
13410	2
13411	1
13413	2
13416	1
13418	1
13420	2
13423	2
13425	2
13427	3
13431	1
13436	1
13437	1
13439	1
13441	1
13450	1
13453	1
13456	1
13457	1
13460	2
13461	1
13469	2
13470	1
13473	1
13475	2
13477	1
13478	2
13486	1
13487	1
13489	2
13492	1
13494	1
13496	1
13498	2
13500	1
13501	1
13502	1
13504	1
13507	3
13508	1
13510	1
13514	2
13520	1
13522	1
13525	2
13528	1
13529	1
13530	1
13532	1
13533	1
13534	2
13536	1
13537	1
13540	1
13541	2
13543	2
13544	1
13548	1
13550	1
13552	2
13553	1
13554	1
13556	2
13563	1
13569	1
13570	1
13571	1
13572	1
13574	1
13576	1
13579	2
13581	1
13582	1
13583	1
13584	2
13586	1
13592	1
13594	2
13595	1
13596	1
13598	1
13602	2
13603	2
13605	1
13606	2
13610	1
13618	1
13620	1
13622	2
13623	1
13624	1
13625	1
13627	2
13628	1
13634	1
13636	1
13637	2
13640	1
13642	1
13643	2
13644	2
13647	1
13648	1
13649	1
13651	1
13652	1
13655	1
13658	1
13659	3
13660	1
13661	1
13662	1
13664	2
13665	2
13666	1
13668	1
13669	1
13671	2
13672	1
13678	1
13679	2
13681	3
13682	2
13683	3
13684	1
13685	2
13687	1
13690	1
13692	3
13695	2
13699	2
13700	2
13701	1
13703	1
13705	1
13709	2
13711	1
13712	1
13714	1
13716	1
13717	1
13718	1
13719	1
13721	1
13722	1
13723	2
13724	3
13729	3
13733	1
13734	1
13737	1
13740	1
13741	2
13745	2
13754	1
13756	1
13758	1
13759	1
13762	2
13763	1
13766	1
13777	2
13779	1
13780	1
13781	3
13783	1
13785	1
13788	1
13790	1
13793	3
13794	1
13807	1
13811	1
13815	2
13816	1
13819	1
13820	3
13822	2
13827	1
13831	3
13836	1
13837	1
13842	1
13844	3
13850	1
13851	1
13853	1
13855	2
13856	3
13857	1
13859	3
13861	1
13862	1
13864	1
13866	1
13870	1
13871	2
13872	1
13874	1
13876	1
13877	1
13878	1
13881	1
13882	1
13883	1
13886	1
13888	2
13894	2
13897	1
13899	1
13900	1
13901	1
13902	4
13903	1
13904	1
13906	1
13909	3
13910	1
13911	2
13916	1
13917	2
13920	1
13923	2
13925	1
13926	1
13929	1
13933	1
13936	2
13937	2
13938	2
13939	2
13941	1
13943	2
13944	2
13949	1
13950	2
13951	1
13952	1
13953	1
13956	1
13959	2
13963	1
13967	4
13968	3
13970	1
13971	1
13978	1
13979	2
13982	1
13984	2
13985	1
13987	1
13988	2
13990	1
13992	1
13994	1
13999	1
14002	1
14003	1
14004	1
14006	1
14010	1
14011	1
14012	1
14013	1
14017	1
14023	2
14024	2
14029	1
14030	1
14031	1
14032	1
14035	4
14036	1
14037	1
14038	1
14039	1
14044	4
14045	1
14048	1
14053	2
14054	1
14056	1
14057	1
14058	1
14061	1
14066	1
14068	1
14075	1
14080	1
14081	1
14082	1
14085	1
14086	1
14088	1
14089	1
14091	1
14092	1
14093	1
14097	1
14099	1
14104	2
14106	1
14113	1
14115	1
14116	1
14117	1
14119	1
14122	1
14123	1
14124	1
14126	1
14128	2
14131	1
14141	1
14142	1
14146	1
14147	1
14150	2
14155	1
14156	1
14160	1
14161	1
14162	1
14163	2
14164	1
14166	2
14168	2
14170	2
14175	2
14177	1
14178	1
14181	2
14182	2
14184	1
14185	1
14187	1
14190	1
14194	1
14196	2
14200	1
14204	1
14206	1
14209	2
14212	1
14214	1
14217	1
14224	1
14227	1
14228	2
14229	1
14230	1
14231	2
14233	1
14235	1
14236	1
