source,pre,ResuPred,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
chinaqking.com,2017年 6月 30日 ， “ 好 家风 德育 主题 教育 活动 ” 大型 公益 讲座 在 海珠区 童 乐 幼儿园 和 兰亭 幼儿园 开展 ， 针对 新生 入园 的 相关 主题 进行 讲解 ， 为 刚入 园 的 新生 家长们 送去 “ 家园 共育 ” 的 方法 和 实战 经验 ，,shi,家长们 能够 正确 看待 孩子 在上 幼儿园 之初 的 分离 焦虑 ， 帮助 孩子 尽快 适应 幼儿园 的 生活 ， 为 更 多 的 孩子 迈入 人生 新 阶段 做好 准备 。,,,,,,,
hbftc.org.cn,“ 机器人 革命 ” 同时 也 在 引发 生产 关系 的 深刻 变革 ，,shi,人 在 工业 生产 中 的 地位 和 角色 发生 了 变化 。,,,,,,,
mt30.com,【 软件 特色 】 搜狗 高速 阅读器 4.0 正式 版 搭载 了 更新 的 IE8 内核 ，,shi,阅读器 对 现代 网络 标准 的 兼容性 大幅 提高 。,,,,,,,
nanpuhospital.com.cn,一般 的 白带 常规 化验单 有 如下 6 个 检测 项目 ： 1 、 pH 值 青春期 后 由于 卵巢 性激素 的 刺激 ，,shi,粘膜 上皮 细胞 内 含有 丰富 的 动物 淀粉 ， 经 阴道 杆菌 分解 作用 后 变成 乳酸 ， 以致 阴道 内 分泌物 呈弱 酸性 ， 可 防止 致病菌 在 阴道 内 繁殖 ， 这 是 阴道 的 自净 作用 。,,,,,,,
ntdtv.com,他 曾 是 一 位 学习 成绩 名列 前茅 的 好学生 ， 因为 不 想 适应 中国 的 体制 ， 寻求 改变 现存 的 体制 ， 而 被 公安 拘留 ， 被 老师 歧视 ， 被 同学 孤立 ，,shi,他 无法 在 中国 正常 求学 ， 最后 不得不 离开 自己 的 国家 远走 高飞 。,,,,,,,
sdtchbjn.com,经过 鸡粪 脱水机 的 粪便 可以 作为 肥料 ， 它 会使 土壤 变得 越来越 松软 ， 增加 土壤 有机 ， 改良 土壤 从而,shi,农作物 长势 好 ， 农产品 口感 更 好 。,,,,,,,
sdtchbjn.com,4 、 猪肉 品质 改善 ， 用 经过 鸡粪 脱水机 的 粪便 喂猪 后 ， 由于 基本上 不 用 兽药 ，,shi,猪肉 成为 纯 绿色 食品 ， 消费者 普遍 反映 猪肉 皮 薄 ， 精肉 厚 ， 肥肉 少 ， 肉质 细嫩 ， 味鲜 不 腥 ， 深受 消费者 欢迎 。,,,,,,,
81.cn,确立 起 公众 对 国家 和 民族 牢不可破 的 归属感 ， 对 英雄 和 烈士 无比 尊重 的 敬仰感 ， 就 能,shi,尚武 精神 真正 在 全 社会 蔚然 成风 。,,,,,,,
3g365.com,[ 1 ] 许多 在 网上 热炒 的 一些 所谓 的 “ 黄色 电影 ”,shi,其 似乎 成为 普通 电影 与 “ 色情片 ” 之间 的 一 种 模糊 的 过度 产品 ， 其实 对 “ 黄色 电影 ” 的 定义 完全 是 一 种 个人 的 见解 ； 但 “ 黄色 电影 ” 作为 艺术 道路 上 的 一 条 小径 ， 的确 扮演 着,,,,,,,
diyifanwen.com,3 、,shi,学生 体会 父母 的 辛苦 ， 学会 关心 他人 ， 能 积极 主动 的 做 一些 力所能及的 家务 劳动 。,,,,,,,
diyifanwen.com,通过 主题 班会 ， 让 学生 认识 到 ， 我们 的 成长 ， 离 不 开 父母 养育之恩 ，,shi,学生 认识 到 知恩 图报 是 中华 民族 的 传统 美德 ; 写给 父母 一 封 信 ， 抒发 对 父母 的 感激 之 情 ， 可以 把 一些 平时 不好意思 说出口 的 感谢 妈妈 的话 大胆 表达 出来 ; 帮 妈妈 做 一 件 力所能及 的 事 ( 如 ：,,,,,,,
cpaedu.cn,"朋友 圈 到处 炫耀 , 后来 遇到 了 摄影 协会 的 王志斌 老师 , 在 他 的 指导 下 知道 了 光圈 快门 感光度 的 关系 , 黄金 分割 法 , 就 每天 练习 几 张 后来 加入 市 摄协 , 跟随 摄协 的 老师们 参加 各 项 采风 活动 ,",shi,"自己 的 摄影 基本 有 了 很大 进步 但是 拍 的 照片 多 次 投稿 都 不 能 入围 , 就 认真 请教 老师 ， 协会 的 老师 也 认真 的 给予 解答 原来 我 拍 的 照片 没有 思想 ， 没有 情感 的 表达 ， 不 会 用 照片 讲",,,,,,,
cpaedu.cn,要 学会 认真 思考 ， 于是 自己 修正 摄影 思路 ， 在 以后 的 摄影 中 ， 在 拍摄 前 总是 问 自己 为什么 拍照 ， 怎么 拍 ， 怎么 把 好的 东西 表现 出来 ， 随着 拍摄 经验 的 积累 ，,shi,的 自己 的 摄影 有 了 很大 的 进步 。,,,,,,,
cpaedu.cn,"真正 属于 自己 的 数码 相机 ， 同时 利用 业余 时间 学习 摄影 知识 ， 对 自己 不断 充电 , 利用 双休日 、 节假日 进行 实操 ， 人生 步入 中年 之后 解脱 俗事 ， 重新 拿起 相机 开始 做 自己 喜爱 的 事情 ， 当今 数码 相机 的 广泛 使用 ,",shi,爱好 摄影 的 我 有 了 一 个 广阔 的 天地 。,,,,,,,
5ykj.com,要 加大 问责 典型 案例 的 曝光 力度 ， 以 鲜活 的 案例 强化 警示 教育 功能 ，,shi,广大 党员 干部 警醒 起来 ， 知 敬畏 明 底线 ， 履好职 尽好 责 ， 发挥 引领 示范 作用 。,,,,,,,
lvmama.com,是否 给予 签证 或 签注 、 是否 准予 出入境 ， 是,shi,领馆 及 有关 部门 的 权力 ， 游客 必须 按 领馆 要求 在 规定 的 时间 内 提供 准确 、 完整 的 送签 材料 ， 如果 材料 系 伪造 则 必须 承担 相应 的 责任 。,,,,,,,
hangzhou.com.cn,要 对照 党纪 国法 ， 结合 社会主义 核心 价值观 ， 挖掘 、 提炼 、 订立 既 传承 优秀 家风 文化 ， 又 富有 时代 特征 、 家庭 特色 的 家规 家训 ， 并 自觉 践行 ，,shi,之 成为 指导 每 位 家庭 成员 和 子孙 后代 修身 齐家 、 健康 成长 的 “ 传家宝 ” 。,,,,,,,
jfups.com,燃点 不 需要 镇流器 ， 起动 时 无脉 冲 电流 冲击 ，,shi,点灯 电源 、 保护 电路 简单化 ， 电源 及 相关 电器 使用 寿命 延长 。,,,,,,,
oldtrip.cn,3 、 由于 旅游者 的 过错 ，,shi,旅行社 、 履行 辅助人 、 旅游 从业 人员 或者 其他 旅游者 遭受 损害 的 ， 旅游者 应当 赔偿 损失 。,,,,,,,
baidie88.cn,加上 多 达 3000多 家 的 经销商 ，,shi,售后 服务 网点 遍布 全国 各 省 市 县 ， 24 小时 提供 上门 维修 服务 。,,,,,,,
lcxw.cn,美国 一 项 健康 调查 显示 ， 一 天 喝 约 一 杯 ( 237 毫升 ) 碳酸 饮料 ， 会,shi,免疫 细胞 老化约 2 年 ; 每 天 喝 两 杯 半 ( 592 毫升 ) ， 端粒 ( 染色体 末端 的 重复 序列 ) 会 老化约 5 年 ， 与 吸烟 效果 相同 。,,,,,,,
china.com.cn,中国 民航 大学 经济 与 管理 学院 教授 李小津 说 ， 放开 价格 管制 ， 给 航空 公司 不 同时间段 、 淡旺季 更 多 自主 定价权 ，,shi,航空 公司 可以 提高 上座率 ， 同时 也 给 消费者 更多 选择 。,,,,,,,
nsqnyst.com,中央 撒泼 □ 记者 陈沛 通讯员 魏孝 群文 图本报讯 8月 15日 晚上 ， 洛阳 一 名 小伙 因 和 妻子 闹别扭 ， 便 “ 借酒 消愁 ” ， 谁料 小伙 “ 喝 高 ” 后 竟 “ 霸占 ” 马路 中央 撒泼 ， 民警 苦劝 、 小伙 家属 帮忙 ， 才,shi,小伙 离开 现场 ， 据悉 ， 可能 在 事发 的 前 一 晚 ， 怀疑 该 住户 家 中 的 煤气 瓶 已 发生 泄漏 ， 昨日 早上 阿婆 起床 准备 早餐 时 ， 发生 明火 导致 爆炸 包括 污染 的 土地 、 油气库 站 、 危险品 仓库 、 高压 线路,,,,,,,
qdwld.com,工厂 储物 设计 ， 外形 美观 、 结构 可靠 ， 使用 安全 灵活 立柱 采用 模数 化 设计 ， 搁板 按 一定 的 模数 活动 配置 ， 可 存放 不同 大小 尺寸 的 物品 搁板 与 立柱 间 的 连接 卡角 独特 的 结构 设计 保证 了 连接 可靠性 ， 从而,shi,置物柜 的 整体 具有 很 强 的 刚性 耐磨 搁板 每 层 可 承重 50 KG 。,,,,,,,
homekey.cn,商家 应 尽可能,shi,家 政通 能够 体现 自身 的 企业 形象 ， 挑选 适合 的 行业 模版 ， 丰富 网站 的 内容 ， 突出 企业 产品 及 服务 的 关键 字 。,,,,,,,
beauty333.com,,shi,客户 很 满意 是 我们 始终 的 目标 。,,,,,,,
cnmn.com.cn,第一 台 500 kg 真 空壳 式炉 ， 于 1987年 建成 投产 ， 年 新增钛 铸件 生产 能力 100 吨 ； （ 2 ） 1986年 从 美国 引进 钛焊管 生产线 ， 年 增 200 吨 焊接 管 生产 能力 ； （ 3 ） 1985年 从 奥地利 引进 160 吨 精锻机 ，,shi,钛合金 棒材 产品 质量 跃上 一 个 新 台阶 ； （ 4 ） 从 1983年 开始 筹建 残钛 回收 生产线 ， 从 美国 引进 21 台套 设备 ， 国内 购置 49 台套 ， 自制 10 台套 设备 ， 于 1987年 建成 国内 第一 条 具有 世界 先进 水平 的 残钛 处理,,,,,,,
cnmn.com.cn,1987年 起 ， 宝鸡 有色 金属 加工厂 结合 搬迁 进行 了 钛 系统 的 第二 次 技术 改造 ： （ 1 ） 引进 德国 二手 3300 mm四辊可逆式 宽 板轧机 ， 建设 宽板 生产线 ，,shi,钛合金 板 最大 宽度 可到 3000mm （ 纯钛 3200 mm ） ； （ 2 ） 引进 德国 7000 吨 油压机 、 具有 世界 先进 水平 的 布混料 系统 、 6 吨 真空 自耗 电弧炉 和 真空 等 离子 焊箱 ， 保证 了 钛合金 成分 的 均匀性 ， 铸锭 生产 能力 提高,,,,,,,
cnmn.com.cn,1993年 建造 了 3000 吨 油压机 ，,shi,等温锻 的 产品 由 航空 小 零件 向 航空 发动机 大型 盘 、 轴件 发展 。,,,,,,,
cnmn.com.cn,（ 4 ） 从 1998年 开始 ， 宝钛 集团 开展 的 钛合金 薄板 包覆 叠轧 技术 、 真空 蠕变 校形 技术 、 表面 砂 光 技术 攻关 ，,shi,宝钛 集团 成为 继 美国 RTI 之后 ， 第二 个 生产 0.8~1.2mm 厚 TC4 钛合金 薄板 的 企业 。,,,,,,,
home158.cn,在 中国 真正 普及 全职 的 网站 策划 人员 严格 讲 是 2002年 以后 ， 在 之前 更 多 是 由 技术性 人才 （ 软件 项目 经理 、 网站 美工 等 ） 担任 此项 职位 ， 随着 中国 互联网 环境 转晴 ， 网站 的 高 竞争,shi,网站 策划 的 地位 突显 。,,,,,,,
home158.cn,即 如何 让 技术 的 发展 围绕 人 的 需求 来 展开 ， 把 人 作为 产品 和 环境 设计 的 出发点 ，,shi,其 性能 、 色彩 等 更 好 地 适应 和 满足 人类 的 生理 和 心理 的 需要 ， 从而 使 人们 在 工作 中 更 安全 、 便捷 和 舒适 ， 工作 效率 更高 。,,,,,,,
home158.cn,即 如何 让 技术 的 发展 围绕 人 的 需求 来 展开 ， 把 人 作为 产品 和 环境 设计 的 出发点 ， 使 其 性能 、 色彩 等 更 好 地 适应 和 满足 人类 的 生理 和 心理 的 需要 ， 从而,shi,人们 在 工作 中 更 安全 、 便捷 和 舒适 ， 工作 效率 更高 。,,,,,,,
home158.cn,至 我们 生活 的 每 一 个 部分 ， 例如 ： 喝水 的 杯子 ， 洗 口 的 牙膏 ， 使用 的 电脑 … 等 各方面 ， 人机 工程学 更 是 利于 产品 销售 的 优化剂 ， 那么 我们 从 专业 网站 策划 看 ， 更 需要 人机 工程学 帮助 我们,shi,网站 平台 更 容易 推销 给 目标 客户 。,,,,,,,
home158.cn,在 未来 人机 工程学 将,shi,网站 在 以下 方面 得到 质的 提升 ：,,,,,,,
home158.cn,人性化 ： 通过 引导性 文字 语言 、 图形 语言 、 个性 互动 等 方式 ，,shi,网站 平台 更 利于 客户 浏览 ， 以 吸引 并 留住 客户 。,,,,,,,
home158.cn,核心 的 文化 ； 但 网站 或 网络 文化 的 建立 却 能够 带动 网站 从量 变 至 质变 的 转换 ， 并且 能够 形成 “ 马太 效应 ” ， 对 网站 资本 运作 、 市场 运作 、 技术 运作 、 人力 资源 运作 等 综合 方面 产生 催化 作用 ，,shi,网站 经营 真正 走向 成功 。,,,,,,,
home158.cn,激烈 ， 从而 加剧 了 网站 策划 的 专业化 进程 ， 在 未来 5 年 内 ， 专业 网站 策划 的 理论 书籍 会 出现 ， 但 我们 更 期待 在 具备 丰富 网站 策划 经验 的 这 群 队伍 ， 将 自己 的 实战 经验 提升 至 理论 知识 ，,shi,网站 策划 理论 更 贴近 市场 ， 推动 中国 网站 经营 专业化 。,,,,,,,
home158.cn,随着 网站 策划 的 专业化 进程 加速 ， 将,shi,整体 网站 策划 ， 网站 设计 ， 网站 开发 变得 复杂 ， 我们 需要 考虑 到 许多 技术 以外 的 市场 、 客户 因素 ， 因此 ， 未来 大型 网站 设计 表现 风格 应该 会 有所 整合 ， 并 走向 ： 极至 简约 、 个性 十足 两 个 方面 。,,,,,,,
home158.cn,它 主要 针对 一些 以 娱乐 性质 为主 的 大型 网站 或 企业 网站 ， 它 具备 高 强度 的 眼球 吸引力 、 丰富 的 图片 或 文字 表现 形式 ，,shi,客户 能够 愉悦 地 享受 网站 内容 及 服务 。,,,,,,,
yodak.net,盐 的 主要 成分 是 氯化钠 ， 长期 大量 的 食用 氯化钠 ， 会,shi,血压 升高 血管 内皮 受损 。,,,,,,,
zhue.com.cn,新 希望 相关 人员 告诉 财 新 记者 ， 项目 可以 将 一 个 乃至 几 个 村 的 贫困 户 纳入 到 现代化 生猪 养殖 的 合作 平台 ，,shi,贫困 户 享有 持续 股权 收益 ， 保障 了 不再 返贫 、 持续 增收 。,,,,,,,
javayou.com,⑦ 韭菜 的 根经 压榨 过滤 ， 用 其 原液 给兔 静脉 注射 ， 有 轻度 降压 作用 ; 对 离 体雄 心脏 先 抑制 后 兴奋 、 大 剂量 可,shi,心脏 停于 扩张 期 。,,,,,,,
kftour.com,不断 更新 改造 依然,shi,大金台 在 全 省 乃至 全 国 都 保持 着 较 高 的 知名度 ， 曾 被 评为 “ 河南省 十 佳 宾馆 ” 。,,,,,,,
china.cn,本次 展览 由 当代 油画 团队 策展 ， 119 位 艺术家 参展 ， 共 展出 230 幅 油画 作品 ， 以 艺术史 为 背景 ， 观察 油画 语言 随着 时代 的 演进 与 递嬗 ， 通过 参展 油画家 的 集体 视觉 文本 ， 力求,shi,文明 的 画卷 依次 开启 。,,,,,,,
china.cn,当下 的 中国 艺术家 采用 西方 传统 的 油画 形式 语言 进行 创作 ， 并且 在 传统 的 语言 样式 中 注入 了 当代 人 的 审美 情趣 与 时代 内涵 ，,shi,“ 经典 ” 在 传承 中 焕发 出 新 的 活力 。,,,,,,,
china.cn,中国 油画家 将 本 民族 的 传统 绘画 语言 与 文化 习惯 创造 性地 融入 到 油画 语言 中 ，,shi,中国 油画 具有 了 中国 文化 的 意象 精神 ， 赋予 了 中国 油画 东方 意蕴 ， 同时 中国 油画家 的 传统 文化 基因 在 油画 语言 中 凸显 出来 。,,,,,,,
china.cn,这 主要 依靠 多看 、 多听 、 多 尝试 实践 ， 尽可能 扩大 艺术 在 各个 方面 的 关注 度 ， 包括 关注 艺术家 ， 关注 优秀 作品 ， 关注 艺术 现象 和 创作 状态 ，,shi,创作 和 欣赏 达到 高度 的 默契 。,,,,,,,
wears.com.cn,来自 菲律宾 的 陈·英格尔伯特 利用 佛 肚 竹 设计 出 的 自行车 也 不 可 小觑 ， 他 改变 了 佛肚竹 常 被 认为 只 具 装饰性 的 观念 ，,shi,其 一样 具有 实用 价值 。,,,,,,,
pcauto.com.cn,汕头市 的 成功 上市 更 对 上市 晚会 精心 安排 ， 为了 给 大家 带来 惊喜 ， 当晚 还 举办 了 大 抽奖 的 活动 ， 奖品 有 东风 日产 原 厂 越野 自行车 ， 东风 日产 原 厂 渔具 套装 ， 原 厂 沙滩 床 等 ， 丰厚 的 奖品,shi,参加 .,,,,,,,
lltours.com,它 致力于 人类 的 成就 、 世界 文化 及其 差异 和 技术 创新 ， 旨 在,shi,我们 拥有 更加 美好 的 明天 。,,,,,,,
lw54.com,同时 可以 通过 充分 调研 ， 判断 汇率 贬值 趋势 后 ， 向 总部 申请 应收款 等 买断 的 保理 业务 ， 降低 汇率 风险 ； 或 可 向 保险 公司 投保 外汇 汇率 风险 的 保险 ， 当 发生 汇率 损失 时 可从 保险 公司 获得 一定 的 补偿 ，,shi,企业 相对 减少 由于 汇率 变动 造成 的 损失 。,,,,,,,
zgszfzn.com,当 胶粘剂 分子 之间 的 距离 为 10-5 ， 界面 分子 相互 吸引 ，,shi,分子间 的 距离 进一步 缩小 到 最大 稳定 状态 。,,,,,,,
nxdzcl.com,有机 硅灌封 胶 的 机械 强度 一般 都 比较 差 ， 也 正 是 借用 此 性能 ，,shi,"其 达到 "" 可 掰开 "" 便于 维修 ， 即 如果 某 元 器件 出 故障 ， 只 需要 撬开 灌封胶 ， 换上 新 的 原件 后 ， 可以 继续 使用 。 ",,,,,,,
nxdzcl.com,灌封 材料 可,shi,安装 和 调试 好的 电子 元件 与 电路 不受 震动 、 腐蚀 、 潮湿 和 灰尘 等 的 影响 。,,,,,,,
nxdzcl.com,led 灌封 胶 led 灌封 胶 是 一 种 led 封装 的 辅料 ， 具有 高 折射率 和 高 透光率 ， 可以 起到 保护 led 芯片 增加 led 的 光 通量 ， 粘度 小 ， 易 脱泡 ， 适合 灌封 及 模压 成型 ，,shi,led 有 较好 的 耐久性 和 可靠性 。,,,,,,,
nxdzcl.com,反应 就 越 快 ， 固化 速度 也 会 越快 ， 并 可能 伴随 放出 大量 的 热量 ， 请 注意 控制 一 次 配胶 的 量 ， 因为 由于 反应 加快 ， 其 可 使用 的 时间 也 会 缩短 ， 混合 后 的 胶液 尽量 在 短 时间 内,shi,"用完 ; ● 可 使用 时间 : 是 指 在 25 ℃ 条件 下 ， 100 g 混合 后 的 胶液 的 粘稠度 增加 一 倍 的 时间 ， 并 非 可 操作 时间 之后 , 胶液 绝对 不 能 使用 ; ● 有 极 少数 人 长时间 接触 胶液 会",,,,,,,
850500.com,切忌 将 光 点 漫无目的地 乱 晃动 ，,shi,听众 眼花撩乱 ， 不 知 你 要 大家 看 哪里 。,,,,,,,
beauty-life.com.cn,内含 高 浓度 美白 成分 ， 帮助 晒 后 肌肤 ， 摆脱 紫外线 引发 的 困扰 ， 舒适度 高 ， 为 肌肤 抗压 ，,shi,其 回复 健康 色泽,,,,,,,
beauty-life.com.cn,三 种 类型 的 AHA 成分 （ 苹果酸 ， 乳酸 ， 甘 醇酸 ） ， 温和 去除 皮肤 角质 ， 帮助 身体 肌肤 代谢 排毒 ， 打开 毛细孔 ， 美肤 的 同时 更 有效,shi,营养 成分 吸收,,,,,,,
beauty-life.com.cn,,shi,肌肤 变得 健康 细腻 ， 水润 柔滑 且 富有 弹性 。,,,,,,,
beauty-life.com.cn,新生 美白 ， 绽放 透亮 净 白 光泽 ： VC 水 给 你 补 水 的 同时 注入 高 浓度 美白 成分 ， 帮助 晒 后 肌肤 ， 摆脱 紫外线 引发 的 困扰 ， 舒适度 高 ， 为 肌肤 抗压 ，,shi,其 回复 健康 色泽 。,,,,,,,
sina.com.cn,本报讯 ( 记者 俞岚 ) 昨日 ， 东莞莞 城区 的 谢 先生 向 本 报 投诉 ， 由于 轻信 了 某 咨询 公司 在 街头 进行 的 虚假 宣传 ，,shi,自己 损失 了 3000 元 的 利息 和 滞纳金 ， 办卡 时 所付 的 700 元 手续费 也 无法 追回 。,,,,,,,
chinawe.net,答 ： 对于 活塞机 ： ( 1 ) 制冷剂 进入 压缩机 ，,shi,润滑油 产生 大量 气泡 、 破坏 润滑 表面 的 油膜 ， 同时 使 油压 不稳定 。,,,,,,,
chinawe.net,答 ： 对于 活塞机 ： ( 1 ) 制冷剂 进入 压缩机 ， 使 润滑油 产生 大量 气泡 、 破坏 润滑 表面 的 油膜 ， 同时,shi,油压 不稳定 。,,,,,,,
chinawe.net,-2,shi,运动 部件 在 没有 良好 润滑 的 条件 下 运转 ， 导致 拉毛 ; 严重 时 抱轴 、 主轴 瓦 巴氏合金 熔化 。,,,,,,,
chinawe.net,( 3 ) 制冷剂 进入 压缩机 ，,shi,气缸 套 急剧 冷却 收缩 ， 抱住 活塞 ; 严重 时 损坏 缸 套 、 活塞 、 连杆 、 活塞 销 。,,,,,,,
chinawe.net,利用 曲轴 旋转 时与 轴瓦 的 摩擦 热,shi,曲轴箱 内 的 制冷剂 蒸发 ， 待 曲轴箱 内 压力 升高 ， 投入 一 组 汽缸 工作 ， 压力 降低 后再 卸载 。,,,,,,,
zgblglqt.com,为了,shi,冷却塔 能 安全 正常 地 运用 ， 以 延长 使用 寿命 ， 除了 做好 发动 前 查看 作业 和 清洁 作业 外 ， 还 需 做好 以下 几 项 冷却塔 维修 养护 作业 .,,,,,,,
zgblglqt.com,假如 没有 冷却塔 对 冷却水 进行 降温 处置 ， 就 会 因为 冷却 水温 的 过高 而 造成 冷凝 温度 、 压力 过高 ， 从而,shi,制冷机 在 运转 中 过多地 耗费 冷量 ， 乃至 会使 制冷 体系 无法 运转 。,,,,,,,
zgblglqt.com,为了,shi,冷却塔 能 安全 正常 地 运用 ， 以 延长 使用 寿命 ， 除了 做好 发动 前 查看 作业 和 清洁 作业 外 ， 还 需要 做好 以下 十三 项 冷却塔 维修 养护 作业 。,,,,,,,
zgblglqt.com,在 冬天 冷却塔 停止 运用 时间 ， 有 能够 因 积雪 而,shi,风机 叶片 变形 ， 这时 能够 采纳 两 种 方法 防止 : 一 是 停挑 后 将 叶片 旋转 到 垂直 于 地上 的 视点 紧固 ; 二 是 将 叶片 或 连 轮毅 一同 拆下 放到 室内 保存 .,,,,,,,
tjnc.cn,由 这 两 个 吸附 曲线 可以 看出 ， 吸附 压力 的 增加 ， 可,shi,O2 、 N2 的 吸附 量 同时 增大 ， 且 O2 的 吸附 量 增加 幅度 要 大一些 。,,,,,,,
tjnc.cn,变压 吸附 周期 短 ， O2 、 N2 的 吸附 量 远 没有 达到 平衡 （ 最大值 ） ， 所以 O2 、 N2 扩散 速率 的 差别,shi,O2 的 吸附 量 在 短 时间 内 大大 超过 N2 的 吸附量 。,,,,,,,
tjnc.cn,变压 吸附 制氮 正 是 利用 碳 分子筛 的 选择 吸附 特性 ， 采用 加压 吸附 ， 减压 解吸 的 循环 周期 ，,shi,压缩 空气 交替 进入 吸附 塔 （ 也 可以 单塔 完成 ） 来 实现 空气 分离 ， 从而 连续 产出 高 纯度 的 产品 氮气 。,,,,,,,
tjnc.cn,左 吸 过程 结束 后 ， 左 吸附 塔 与 右 吸附 塔 通过 上 、 下 均 压 阀 连通 ，,shi,两 塔 压力 达到 均衡 ， 这个 过程 称之为 均 压 ， 持续 时间 为 2 ~ 3 秒 。,,,,,,,
jxsme.gov.cn,肛裂 ， 肛瘘 ， 肛门 周围 脓肿 ， 直肠炎 或 直肠 溃疡 ， 巨大 内痔 或 内痔 合并 感染 ， 出血 等 病变 时 均 可 引起 肛门 括约肌 痉挛 或者 患者 惧怕 排便 ，,shi,排便 反射 消失 而 导致 便秘 。,,,,,,,
jxsme.gov.cn,肠扭转 ， 肠 粘连 ， 肠套叠 ， 肠 寄生 虫病 ， 肠 肿瘤 ， 肠系膜 血管 栓塞 或 血栓 形成 等 疾病 均 可 导致 肠 梗阻 ，,shi,梗阻 上端 的 粪便 不 能 通过 梗阻部 ， 故可 导致 便秘 。,,,,,,,
jxsme.gov.cn,也 称为 泻盐 ， 因其 不 被 肠壁 吸收 而 又 溶于 水 ， 故 能 在 肠 中 吸收 大量 水分 ，,shi,大便 的 容量 增加 ， 起到 导泻 作用 。,,,,,,,
jxsme.gov.cn,但 由于 它 不 能,shi,结肠 张力 增加 ， 所以 不 宜 用于 那些 肠道 运动 迟缓 的 病人 。,,,,,,,
jxsme.gov.cn,作用 快 、 效力 强 ， 药物 或者 其 代谢 的 产物 可 对 肠壁 产生 刺激 作用 ，,shi,肠蠕动 增加 。,,,,,,,
jxsme.gov.cn,又 称 大便 软化剂 ， 此 类 药物 的 主要 功能 是 润滑 肠壁 ， 软化 大便 ，,shi,大便 易于 排出 ， 如 液体 石蜡 等 。,,,,,,,
fyan8.com,粤语 的 强势 地位,shi,粤语 具有 很 强 的 内聚力 和 外张 里 。,,,,,,,
kexue.com,为了 抗衡 苏联 的 载人 航天 优势 ， 美国 自 1972年 开始 历时 9 年 ， 花费 约 100亿 美元 ， 终于,shi,第一 架 航天 飞机 “ 哥伦比亚 ” 号 飞上 太空 。,,,,,,,
chinalabs.com,而 在 材质,shi,用上 ， 无论是 高端 手机 还是 低端 手机 ， 给 人 的 触感 都 是 保持 一致 。,,,,,,,
zgzb88.com,1 、 菱形 孔 结构 展示 ： 双排 菱形 孔 设计 ， 菱形 孔 与 横梁 上 的 套件 合理 插接 ，,shi,拆装 愈加 便当 。,,,,,,,
jxdoftec.gov.cn,同时 ， 在 这个 愿景 里 ， 我们 也 提出 来 要 提升 金砖 国家 中 小 微 企业 对 国际 服务 贸易 合作 价值链 的 参与 度 ， 从而,shi,中小 企业 对 本 国 经济 和 就业 作出 更大 贡献 。,,,,,,,
jxdoftec.gov.cn,因为 服务业 和 服务 贸易 管理 体系 是 非常 繁杂 的 ， 可能 涉及 到 各 个 不同 的 政府 部门 ， 如何 增加 政府 监管 的 有效性 ， 在 保证 贸易 自由 流动 的 前提 下 ， 还,shi,政府 看 得 见 的 手继续 发挥 作用 ， 这 也 是 大家 共同 的 课题 。,,,,,,,
hbfp.gov.cn,要 精准 执行 政策 ， 严守 人均 25 平米 住房 面积 、 不 因 建房 而 增贫 、 建 新 拆旧 三 条 红线 ， 同步 配套 基础 设施 、 公共 服务 和 脱贫 产业 ，,shi,安置点 看起来 更 像 农村 、 住 起来 更 比 城市 。,,,,,,,
chlip.com.cn,在 大 华弘 景 发展 过程 中 ， 为了,shi,公司 的 核心 能力 得 已 迅速 、 有效 提升 。,,,,,,,
chlip.com.cn,卓越 ， 是 大 华弘 景 的 灵魂 ， 就是 要 有 逆水 行舟 的 危机感 ，,shi,自己 不断 向前 ， 克服 障碍 ， 超越 自我 ， 进而 实现 卓越 的 人生 价值 和 社会 价值 。,,,,,,,
tianshui.com.cn,5 、 孝 老 爱 亲 模范 ： 孝敬 父母 ， 长期 悉心 照料 体弱 病残 的 老人 ，,shi,他们 享受 人生 幸福 ； 关爱 子女 ， 夫妻 和睦 ， 兄弟 姐妹 团结 友爱 ， 家庭 生活 温馨 和谐 ； 在 亲属 有 伤病 、 残疾 等 困难 情况 下 ， 做到 不 离 不弃 、 守护 相助 、 患难 与共 ， 赢得 群众 赞颂 。,,,,,,,
tianshui.com.cn,各 乡镇 、 街道 办事处 、 单位 要 立足 社区 、 企业 、 村镇 、 机关 、 学校 等 基层 单位 ， 突出 群众 评 、 评 群众 ， 着重 推选 群众 身边 看 得 见 、 摸得着 、 学 得到 、 影响 大 的 先进 人物 ，,shi,推出 的 道德 模范 可敬 、 可信 、 可亲 、 可学 ， 把 推荐 评选 作为 群众 进行 自我 教育 、 自我 提高 的 有效 载体 。,,,,,,,
tianshui.com.cn,乡镇 、 街道 办事处 、 各 单位 一定 要 本着 对 工作 、 对 事业 高度 负责 的 态度 ， 按照 有关 要求 严格 审核 ， 确保 推荐 的 道德 模范 能够 叫得 响 、 立 得 起 ， 经 得住 群众 的 检验 ， 经 得住 时间 的 考验 ，,shi,评选 表彰 工作 具有 极 强 的 可信度 和 权威性 。,,,,,,,
