id,ResuPred,sentence,pre,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
11880,,我 就 乾脆 <讓> 他 在 那兒 玩 個 痛快 了 ！,我/r 就/d 乾脆/nz,他/r 在/p 那兒/r 玩/v 個/zg 痛快/a 了/ul,,,,,,,
11886,,卻 總會 為了 <讓> 褲子 順利 褪下 而 給予 我 微妙 的 協助[+nom] 。,卻/d 總會/n 為/zg 了/ul,褲子/n 順利/ad 褪下/v 而/c 給予/v 我/r 微妙/a 的/uj 協助/v nom/eng,,,,,,,
11890,,我 還是 <讓> 自己 振奮 起來 ，,我/r 還是/c,自己/r 振奮/v 起來/v,,,,,,,
11894,,他們 夫妻倆 正在 存錢 準備 <讓> 兩 個 兒子 上大學 。,他們/r 夫妻倆/n 正在/t 存錢/v 準備/v,兩/m 個/zg 兒子/n 上/f 大學/n,,,,,,,
11896,,但 這 個 敘述 故事 <讓> 他 有(V_2) 了 自尊 。,但/c 這/zg 個/zg 敘述/v 故事/n,他/r 有/v V/x 2/x 了/ul 自尊/v,,,,,,,
11897,,但是 進入 上流 社會 的 期望 <讓> 這 種 歷程 產生 很 奇特 的 轉折 。,但是/c 進入/v 上流/b 社會/n 的/uj 期望/v,這/zg 種/m 歷程/n 產生/n 很/zg 奇特/nz 的/uj 轉折/v,,,,,,,
11900,,無論 替 人 帶來 成功 或 只 能 <讓> 人 生存 下去 ，,無論/c 替/p 人/n 帶來/v 成功/a 或/c 只/d 能/v,人/n 生存/v 下去/t,,,,,,,
11901,,如何 <讓> 社會 關係 長久 持續 ？,如何/r,社會/n 關係/n 長久/d 持續/vd,,,,,,,
11902,,瑞可 談到 家庭 的 一 席 話 顯然 也 <讓> 他 思考 自己 的 道德觀 。,瑞可/x 談到/v 家庭/n 的/uj 一/m 席/n 話/n 顯然/ad 也/d,他/r 思考/v 自己/r 的/uj 道德觀/nr,,,,,,,
11903,,安利柯 無法 容忍 黑人 和 外國人 <讓> 他 的 兒子 覺得 很 慚愧 。,安利/ns 柯/nr 無法/n 容忍/a 黑人/n 和/c 外國人/n,他/r 的/uj 兒子/n 覺得/v 很/zg 慚愧/a,,,,,,,
11904,,他 <讓> 人 注意 的 是 他 勇於 負責 的 品格 特質 ，,他/r,人/n 注意/v 的/uj 是/v 他/r 勇於/v 負責/v 的/uj 品格/n 特質/n,,,,,,,
11907,,或許 這 就 是 他 說 的 話 無從 <讓> 人 了解 他 的 品格 或 理想 的 原因 。,或許/d 這/zg 就/d 是/v 他/r 說/zg 的/uj 話/n 無從/v,人/n 了解/v 他/r 的/uj 品格/n 或/c 理想/n 的/uj 原因/n,,,,,,,
11908,,時間 脫節 的 經驗 <讓> 人們 沒有 能力 塑造 品格 ，,時間/n 脫節/v 的/uj 經驗/n,人們/n 沒有/v 能力/n 塑造/v 品格/n,,,,,,,
11913,,並 揚言 要 <讓> 王筱嬋 在 西安 「 消失 」 。,並/c 揚言/nr 要/v,王筱嬋/x 在/p 西安/ns 消失/n,,,,,,,
11920,,因為 我 一直 都 沒 <讓> 你 知道 ，,因為/x 我/r 一直/d 都/d 沒/v,你/r 知道/v,,,,,,,
11924,,我 一定 打死 都 不 <讓> 你 去 做 那 份 該死 的 報告 ；,我/r 一定/d 打死/v 都/d 不/d,你/r 去/v 做/v 那/r 份/q 該死/v 的/uj 報告/n,,,,,,,
11926,,進到 我 夢 中 來 <讓> 我 看 一 看 。,進到/v 我/r 夢/n 中/f 來/zg,我/r 看/v 一/m 看/v,,,,,,,
11927,,大千 先生 總算 找到 了 可以 <讓> 他 暫時 安居 作畫 的 淨土 。,大千/m 先生/n 總算/n 找到/v 了/ul 可以/c,他/r 暫時/d 安居/v 作畫/n 的/uj 淨土/n,,,,,,,
11928,,但是 迪士尼 旗下 近 七百餘 位 動畫家 及 電腦 程式 工程師 們 群策群力 所 呈現出 的 花木蘭 必定 <讓> 你 有(V_2) 全新 感受 。,但是/c 迪士尼/nr 旗下/n 近/a 七百餘/m 位/q 動/v 畫家/n 及/c 電腦/n 程式/n 工程師/n 們/k 群策群力/n 所/c 呈現出/v 的/uj 花木蘭/nr 必定/d,你/r 有/v V/x 2/x 全新/d 感受/v,,,,,,,
11931,,這 個 傳說 將 <讓> 全 世界 都 知道 在 看過 《 花木蘭 》 的 片段 及 劇照 後 ，,這/zg 個/zg 傳說/n 將/zg,全/a 世界/n 都/d 知道/v 在/p 看過/v 花木蘭/nr 的/uj 片段/m 及/c 劇照/n 後/f,,,,,,,
11932,,相信 本 片 的 表現 必定 不會 <讓> 人 失望 。,相信/v 本/r 片/q 的/uj 表現/v 必定/d 不會/v,人/n 失望/v,,,,,,,
11933,,而 花木蘭 的 傳奇 故事 更 是 會 <讓> 全 世界 都 知道 。,而/c 花木蘭/nr 的/uj 傳奇/n 故事/n 更/d 是/v 會/v,全/a 世界/n 都/d 知道/v,,,,,,,
11934,,而 花木蘭 的 傳奇 故事 更 是 會 <讓> 全 世界 都 知道 。,而/c 花木蘭/nr 的/uj 傳奇/n 故事/n 更/d 是/v 會/v,全/a 世界/n 都/d 知道/v,,,,,,,
11943,,在 甚麼 意義 上 <讓> 人 作為 實存 （ ｓｅｉｅｎｄ ） 而 存在 。,在/p 甚麼/r 意義/n 上/f,人/n 作為/x 實存/v 而/c 存在/v,,,,,,,
11944,,說 甚麼 必須 <讓> 它 發揮 經濟 效益 等等 。,說/zg 甚麼/r 必須/d,它/r 發揮/v 經濟/n 效益/n 等等/u,,,,,,,
11945,,畏懼 直到 該 書 中部 海德格爾 才 <讓> 對 存在 意義 的 發問 的 主體 登場 。,畏懼/v 直到/v 該/r 書/zg 中部/f 海德格爾/nrt 才/d,對/p 存在/v 意義/n 的/uj 發問/v 的/uj 主體/n 登場/n,,,,,,,
11947,,當 人們 <讓> 存在 來 規定 意識 的 時候 ，,當/t 人們/n,存在/v 來/zg 規定/n 意識/n 的/uj 時候/n,,,,,,,
11949,,海德格 <讓> 此有 在 煢煢(b) 的 生命 踐行 中 能夠 明確 地 劃出 了 一 種 「 自身 」 領域 。,海/n 德格/nrt,此有/x 在/p 煢/zg 煢/zg b/x 的/uj 生命/vn 踐行/v 中/f 能夠/v 明確/ad 地/uv 劃出/v 了/ul 一/m 種/m 自身/r 領域/n,,,,,,,
11951,,而 由於 世界 所 指涉 的 正 是 <讓> 存有者 如其所如 地 呈現 的 開放性 向度 ，,而/c 由於/c 世界/n 所/c 指涉/v 的/uj 正/d 是/v,存有/v 者/k 如其/c 所如/x 地/uv 呈現/v 的/uj 開放性/n 向度/d,,,,,,,
11952,,故此 作品 <讓> 無蔽性 的 真理 源生 的 運作 ，,故此/c 作品/n,無蔽性/x 的/uj 真理/n 源生/x 的/uj 運作/vn,,,,,,,
11954,,藝術 作品 之 能 <讓> 世界 源生 地 開顯 運作 ，,藝術/n 作品/n 之/u 能/v,世界/n 源生/x 地/uv 開顯/x 運作/vn,,,,,,,
11955,,而是 因為 它 能 <讓> 本質 地 牽絆 著 世界 的 掩蔽性 維度 如其所如 地 呈顯 出來 。,而是/c 因為/x 它/r 能/v,本質/n 地/uv 牽絆/n 著/n 世界/n 的/uj 掩蔽/v 性/n 維度/ns 如其/c 所如/x 地/uv 呈顯/x 出來/v,,,,,,,
11956,,而 藝術品 <讓> 世界 開顯 ，,而/c 藝術品/n,世界/n 開顯/x,,,,,,,
11957,,是 在於 它 <讓> 大地 成為 大地 。,是/v 在於/v 它/r,大地/n 成為/x 大地/n,,,,,,,
11958,,說 作品 能 <讓> 大地 作為 大地 呈現 ，,說/zg 作品/n 能/v,大地/n 作為/x 大地/n 呈現/v,,,,,,,
11961,,唯 緣 器具 而 運作 的 世界 開顯 卻 並 不能 <讓> 世界 之 掩蔽性 如 如 披露 ，,唯/b 緣/n 器具/n 而/c 運作/vn 的/uj 世界/n 開顯/x 卻/d 並/c 不能/v,世界/n 之/u 掩蔽/v 性/n 如/v 如/v 披露/v,,,,,,,
11962,,反而 致力 不 <讓> 桀驁不馴 的 大地 在 世界 中 突顯出來 。,反而/c 致力/n 不/d,桀驁不馴/i 的/uj 大地/n 在/p 世界/n 中/f 突顯/a 出來/v,,,,,,,
11968,,我們 寧可 <讓> 文字 偏旁 用以 表意 ，,我們/r 寧可/nr,文字/n 偏旁/f 用以/v 表意/v,,,,,,,
11969,,那麼 <讓> 我們 發問 ：,那麼/r,我們/r 發問/v,,,,,,,
11974,,所以 美國 不 能 <讓> 蔣介石 垮台 。,所以/c 美國/ns 不/d 能/v,蔣介石/nr 垮台/v,,,,,,,
11979,,機器兵 的 破壞 場面 <讓> 人 見識 拉普達 的 威力 ，,機器/n 兵/n 的/uj 破壞/v 場面/n,人/n 見識/v 拉普/nrt 達/zg 的/uj 威力/n,,,,,,,
11980,,雷電 的 力量 更 是 <讓> 人 觸目驚心 。,雷電/n 的/uj 力量/n 更/d 是/v,人/n 觸目驚心/i,,,,,,,
11989,,透過 保留地 「 增編 」 <讓> 原住民 得到 形式 上 的 土地 所有權 ；,透過/v 保留地/n 增編/v,原住民/n 得到/v 形式/n 上/f 的/uj 土地/n 所有權/n,,,,,,,
11999,,一 開始 並 無法 明確 的 <讓> 觀 者 聯想 繪畫 主題 ，,一/m 開始/v 並/c 無法/n 明確/ad 的/uj,觀/vg 者/k 聯想/v 繪畫/n 主題/n,,,,,,,
12002,,報導 文學 的 作者 希望 <讓> 報導 從 「 朝 生 夕 死 」 的 新聞 事件 ，,報導/n 文學/n 的/uj 作者/n 希望/v,報導/n 從/zg 朝/ns 生/vn 夕/tg 死/v 的/uj 新聞/n 事件/n,,,,,,,
12008,,它 仍然 <讓> 畫 與 實際 框架 間 有(V_2) 了 緩衝 的 區域 。,它/r 仍然/d,畫/n 與/zg 實際/n 框架/n 間/f 有/v V/x 2/x 了/ul 緩衝/v 的/uj 區域/n,,,,,,,
12010,,或 如何 <讓> 其 所 能 傳遞 的 意念 超越 框架 ，,或/c 如何/r,其/r 所/c 能/v 傳遞/v 的/uj 意念/n 超越/v 框架/n,,,,,,,
12012,,便是 企圖 <讓> 畫 自 畫框 的 限制 中 解放出來 。,便是/v 企圖/n,畫/n 自/p 畫框/n 的/uj 限制/v 中/f 解放出來/i,,,,,,,
12014,,是 無法 <讓> 人 知道 的 。,是/v 無法/n,人/n 知道/v 的/uj,,,,,,,
12022,,馬英九 「 <讓> 台北 站 出去 ，,馬英九/nr,台北/ns 站/v 出去/v,,,,,,,
12029,,風姿 搖曳 <讓> 場 邊 觀眾 不禁 拍 紅 了 手掌 ，,風姿/n 搖曳/v,場/zg 邊/d 觀眾/x 不禁/d 拍/v 紅/zg 了/ul 手掌/n,,,,,,,
12032,,許多 人 乾脆 就 <讓> 病 拖 著 。,許多/m 人/n 乾脆/nz 就/d,病/n 拖/v 著/n,,,,,,,
12039,,政府 施政 必須 <讓> 民眾 獲得 較 好 的 生活 品質 ，,政府/n 施政/nr 必須/d,民眾/x 獲得/v 較/zg 好/a 的/uj 生活/vn 品質/n,,,,,,,
12040,,而 比起 西方 歐洲 <讓> 人 流連忘返 的 美麗 小 鄉鎮 ，,而/c 比起/v 西方/s 歐洲/ns,人/n 流連忘返/l 的/uj 美麗/ns 小/a 鄉鎮/n,,,,,,,
12041,,國內 的 鄉鎮 文化 非但 <讓> 人 汗顏 ，,國內/s 的/uj 鄉鎮/n 文化/n 非但/c,人/n 汗顏/n,,,,,,,
12043,,如果 不 是 因為 金融 危機 的 衝擊 <讓> 這些 企業 現出 原形 ，,如果/c 不/d 是/v 因為/x 金融/n 危機/n 的/uj 衝擊/vn,這些/r 企業/n 現出/v 原形/n,,,,,,,
12048,,美國 也 不 希望 太 <讓> 日本 難堪 ，,美國/ns 也/d 不/d 希望/v 太/d,日本/ns 難堪/v,,,,,,,
12055,,足堪 列入 大學 比較文學 課程 <讓> 書生 們 好好 研究 了 。,足堪/x 列入/v 大學/n 比較文學/n 課程/n,書生/n 們/k 好好/d 研究/vn 了/ul,,,,,,,
12065,,怎麼 會 <讓> 我們 遭受 這麼 大 的 災難 ！,怎麼/r 會/v,我們/r 遭受/v 這麼/r 大/a 的/uj 災難/n,,,,,,,
12067,,上帝 實在 <讓> 我們 用 得 足夠 ，,上帝/n 實在/v,我們/r 用/p 得/ud 足夠/v,,,,,,,
12068,,連帶 的 <讓> 人家 對 老闆 的 政治 立場 亦 起 了 懷疑 。,連帶/n 的/uj,人家/n 對/p 老闆/n 的/uj 政治/n 立場/n 亦/d 起/v 了/ul 懷疑/v,,,,,,,
12073,,我 一定 要 <讓> 你 傷心 ，,我/r 一定/d 要/v,你/r 傷心/n,,,,,,,
12077,,因為 他 <讓> 祖先 餓肚子 。,因為/x 他/r,祖先/nr 餓肚子/n,,,,,,,
12080,,我 也 不 <讓> 他 上街 。,我/r 也/d 不/d,他/r 上街/ns,,,,,,,
12083,,因 眼前 這麼多 雪 <讓> 我 想到 它 的 廉價 ，,因/p 眼前/t 這麼/r 多/m 雪/n,我/r 想到/v 它/r 的/uj 廉價/n,,,,,,,
12087,,在 車 內 要求 嫌犯 <讓> 其 下車 自行 就醫 。,在/p 車/zg 內/n 要求/v 嫌犯/n,其/r 下車/v 自行/r 就醫/v,,,,,,,
12088,,她 不 敢 <讓> 羅丹 獲悉 自己 的 痛苦 ，,她/r 不/d 敢/v,羅丹/nr 獲悉/v 自己/r 的/uj 痛苦/an,,,,,,,
12090,,就 當場 決定 撥出 一 筆 經費 <讓> 委員 們 去 發揮 ，,就/d 當場/s 決定/v 撥出/v 一/m 筆/n 經費/vn,委員/n 們/k 去/v 發揮/v,,,,,,,
12092,,這 個 觀察 方法 卻 不能 <讓> 太太 們 好好 應用 。,這/zg 個/zg 觀察/v 方法/n 卻/d 不能/v,太太/n 們/k 好好/d 應用/v,,,,,,,
12094,,恐懼感 並 不會 <讓> 你 在 股票 市場 產生 利潤 ，,恐懼感/n 並/c 不會/v,你/r 在/p 股票/n 市場/n 產生/n 利潤/n,,,,,,,
12098,,這 兩 股 力量 的 匯流 <讓> 他 （ 她 ） 們 的 逃亡 計 不 得逞 ，,這/zg 兩/m 股/q 力量/n 的/uj 匯流/n,他/r 她/r 們/k 的/uj 逃亡/v 計/n 不/d 得逞/v,,,,,,,
12099,,往 機場 公車 司機 的 拘泥 小節 而 <讓> 人 疲於奔命 把 紐約市 的 光怪陸離 ，,往/zg 機場/n 公車/n 司機/n 的/uj 拘泥/n 小節/n 而/c,人/n 疲於奔命/i 把/p 紐約市/ns 的/uj 光怪陸離/i,,,,,,,
12101,,設置 郎靜山 攝影 博物館 <讓> 所有 的 人 ，,設置/vn 郎靜山/x 攝影/n 博物館/n,所有/b 的/uj 人/n,,,,,,,
12119,,這 筆 男女 糊塗 帳 只有 <讓> 法官 依法 究辦 ，,這/zg 筆/n 男女/n 糊塗/a 帳/q 只有/c,法官/n 依法/n 究辦/v,,,,,,,
12122,,目前 已 知 重慶店 、 士林店 的 漫畫 便利屋 均 有(V_2) 提供 <讓> 同人誌 發表 的 空間 。,目前/t 已/d 知/v 重慶/ns 店/n 士林/nr 店/n 的/uj 漫畫/n 便利/a 屋/n 均/d 有/v V/x 2/x 提供/v,同人誌/n 發表/v 的/uj 空間/n,,,,,,,
12123,,目前 已 知 重慶店 、 士林店 的 漫畫 便利 屋 均 有(V_2) 提供 <讓> 同人誌 發表 的 空間 。,目前/t 已/d 知/v 重慶/ns 店/n 士林/nr 店/n 的/uj 漫畫/n 便利/a 屋/n 均/d 有/v V/x 2/x 提供/v,同人誌/n 發表/v 的/uj 空間/n,,,,,,,
12130,,兩 人 共有 的 經驗 也 <讓> 彼此 的 心 更 接近 了 。,兩/m 人/n 共有/v 的/uj 經驗/n 也/d,彼此/r 的/uj 心/n 更/d 接近/v 了/ul,,,,,,,
12131,,業者 <讓> 無法 疏導 的 洪水 自 集水區 排到 下游 ，,業者/n,無法/n 疏導/v 的/uj 洪水/nr 自/p 集水區/n 排到/v 下游/f,,,,,,,
12132,,因此 「 有(V_2) 什麼 方式 能夠 <讓> 不 懂 藝術 的 人 也 能 欣賞 」 便是 導覽 服務 的 最 大 目的 。,因此/c 有/v V/x 2/x 什麼/r 方式/n 能夠/v,不/d 懂/v 藝術/n 的/uj 人/n 也/d 能/v 欣賞/v 便是/v 導覽/v 服務/vn 的/uj 最/d 大/a 目的/n,,,,,,,
12145,,目的 是 <讓> 同學 能 在 大四 下 學期 做好 個人 生涯 規劃 及 找 出路 。,目的/n 是/v,同學/n 能/v 在/p 大四/m 下/f 學期/n 做好/v 個人/n 生涯/n 規劃/n 及/c 找/v 出路/v,,,,,,,
12146,,起碼 應該 <讓> 每 個 學院 都 能 派 代表 參加 。,起碼/n 應該/v,每/zg 個/zg 學院/n 都/d 能/v 派/v 代表/n 參加/v,,,,,,,
12147,,此 次 校務 會議 並 沒有 <讓> 學生 參與 就 做出 決定 ，,此/zg 次/q 校務/n 會議/n 並/c 沒有/v,學生/n 參與/v 就/d 做出/v 決定/v,,,,,,,
12157,,本 晶片組 除 可 <讓> 國產 系統 廠商 競爭力 躍升 外 ，,本/r 晶片組/n 除/p 可/v,國產/n 系統/n 廠商/n 競爭力/n 躍升/v 外/f,,,,,,,
12164,,這樣 的 組織 能夠 <讓> 企業 在 成長 擴張 時 得到 比較 健康 的 發展[+nom] 。,這樣/r 的/uj 組織/v 能夠/v,企業/n 在/p 成長/v 擴張/v 時/zg 得到/v 比較/d 健康/a 的/uj 發展/vn nom/eng,,,,,,,
12171,,因為 此 現象 一方面 <讓> 他 欣喜 於 ＯＳ２ 的 普及 （ 大補帖 被 視為 市場 指標 的 一 種 ） ；,因為/x 此/zg 現象/n 一方面/mq,他/r 欣喜/a 於/nr 的/uj 普及/ns 大補帖/nr 被/p 視為/x 市場/n 指標/n 的/uj 一/m 種/m,,,,,,,
12183,,他 想 換 個 環境 <讓> 自己 接受 更 大 的 挑戰 ，,他/r 想/v 換/zg 個/zg 環境/n,自己/r 接受/v 更/d 大/a 的/uj 挑戰/vn,,,,,,,
12187,,才 能 贏得 客戶 的 信任 或 <讓> 行銷 計劃 有(V_2) 一 個 好 的 開始[+nom] 。,才/d 能/v 贏得/v 客戶/n 的/uj 信任/n 或/c,行銷/vn 計劃/n 有/v V/x 2/x 一/m 個/zg 好/a 的/uj 開始/v nom/eng,,,,,,,
12189,,但 他 的 澄清 卻 <讓> 業界 對 未來 Ｗｉｎｄｏｗｓ ９５ 的 走向 ，,但/c 他/r 的/uj 澄清/v 卻/d,業界/n 對/p 未來/t 的/uj 走向/v,,,,,,,
12191,,政府 的 存在[+nom] 是 為了 <讓> 人民 過 更 好 的 生活 ，,政府/n 的/uj 存在/v nom/eng 是/v 為/zg 了/ul,人民/n 過/ug 更/d 好/a 的/uj 生活/vn,,,,,,,
12192,,他 已經 不能 <讓> 小孩 跟 他 一起 看 電視 新聞 了 。,他/r 已經/d 不能/v,小孩/n 跟/p 他/r 一起/m 看/v 電視/n 新聞/n 了/ul,,,,,,,
12202,,在 內 、 外 情勢 皆宜 的 環境 下 終於 <讓> 央行 放心 地 採取 調降 存款 準備率 的 行動 。,在/p 內/n 外/f 情勢/n 皆宜/nrt 的/uj 環境/n 下/f 終於/d,央行/j 放心/v 地/uv 採取/v 調降/x 存款/n 準備/v 率/v 的/uj 行動/vn,,,,,,,
12206,,因此 如何 <讓> 收容人 不 變成 「 火爆 浪子 」 ，,因此/c 如何/r,收容/n 人/n 不/d 變成/v 火爆/a 浪子/n,,,,,,,
12208,,不如 放寬 退休 條件 <讓> 其 自願 退休 ，,不如/c 放寬/v 退休/v 條件/n,其/r 自願/d 退休/v,,,,,,,
12209,,持有 這 種 卡片 的 消費者 不要 <讓> 自己 的 權益 睡覺 了 。,持有/v 這/zg 種/m 卡片/nz 的/uj 消費者/n 不要/df,自己/r 的/uj 權益/n 睡覺/v 了/ul,,,,,,,
12210,,持有 這 種 卡片 的 消費者 不要 <讓> 自己 的 權益 睡覺 了 。,持有/v 這/zg 種/m 卡片/nz 的/uj 消費者/n 不要/df,自己/r 的/uj 權益/n 睡覺/v 了/ul,,,,,,,
12212,,泰國 融資 公司 與 日本 住宅 金融 公司 所 引發 的 金融 危機 <讓> 財政部 對於 是否 開放 融資 公司 重新 考量 ，,泰國/ns 融資/vn 公司/n 與/zg 日本/ns 住宅/n 金融/n 公司/n 所/c 引發/v 的/uj 金融/n 危機/n,財政部/nt 對於/i 是否/v 開放/v 融資/vn 公司/n 重新/a 考量/n,,,,,,,
12213,,那 次 的 學運 倒是 <讓> 我 「 對於 文字 失去 信賴 」 ；,那/r 次/q 的/uj 學運/n 倒/v 是/v,我/r 對於/i 文字/n 失去/v 信賴/n,,,,,,,
12219,,但 所 做 的 事 都 <讓> 我 覺得 寂寞 。,但/c 所/c 做/v 的/uj 事/n 都/d,我/r 覺得/v 寂寞/a,,,,,,,
12220,,她 說 機場 的 登機門 是 <讓> 她 流下 最多 眼淚 的 地方 ，,她/r 說/zg 機場/n 的/uj 登/v 機門/n 是/v,她/r 流下/v 最多/d 眼淚/n 的/uj 地方/n,,,,,,,
12226,,商品 價格 要 <讓> 普通 消費者 都 能 買得起 ，,商品/n 價格/n 要/v,普通/nz 消費者/n 都/d 能/v 買得起/v,,,,,,,
12228,,無意 中用 的 語氣 <讓> 大夥 知道 ，,無意/v 中用/n 的/uj 語氣/n,大夥/n 知道/v,,,,,,,
12244,,金融 風暴 應 <讓> 我們 往 更 深層 反省 者 ，,金融/n 風暴/n 應/v,我們/r 往/zg 更/d 深層/n 反省/n 者/k,,,,,,,
12245,,台中市 政府 居然 準備 <讓> 這 間 在 風景區 內 違規 佔用 住宅區 的 美國 學校 就地 合法 。,台中市/ns 政府/n 居然/d 準備/v,這/zg 間/f 在/p 風景區/n 內/n 違規/vn 佔用/v 住宅區/n 的/uj 美國/ns 學校/n 就/d 地/uv 合法/n,,,,,,,
12249,,甚至 可 採取 重罰 的 手段 <讓> 心存僥倖 的 業主 有所 警惕 。,甚至/d 可/v 採取/v 重罰/vn 的/uj 手段/n,心存僥倖/vn 的/uj 業主/n 有所/n 警惕/v,,,,,,,
12250,,甚至 可 採取 重罰 的 手段 <讓> 心存僥倖 的 業主 有所 警惕 。,甚至/d 可/v 採取/v 重罰/vn 的/uj 手段/n,心存僥倖/vn 的/uj 業主/n 有所/n 警惕/v,,,,,,,
12253,,愛情 <讓> 長安 重新 對 人生 燃起 希望 。,愛情/n,長安/ns 重新/a 對/p 人生/n 燃起/v 希望/v,,,,,,,
12256,,她 的 努力 都 是 為了 <讓> 童世舫 看見 一 個 美好 的 主體 ，,她/r 的/uj 努力/ad 都/d 是/v 為/zg 了/ul,童世舫/x 看見/v 一/m 個/zg 美好/a 的/uj 主體/n,,,,,,,
12257,,為 的 是 要 給 自己 一 個 <讓> 自己 創意 且 不 受 利潤 與 條件 限制 ，,為/zg 的/uj 是/v 要/v 給/p 自己/r 一/m 個/zg,自己/r 創意/v 且/zg 不/d 受/v 利潤/n 與/zg 條件/n 限制/v,,,,,,,
12258,,差點 <讓> 魚 溜走 ；,差點/n,魚/n 溜走/v,,,,,,,
12260,,我 決定 <讓> 他 舒服 一點 ，,我/r 決定/v,他/r 舒服/a 一點/m,,,,,,,
12261,,他 要 我 捻香 請 地藏王 菩薩 <讓> 他 安心 地 去 ，,他/r 要/v 我/r 捻香/x 請/zg 地藏王/n 菩薩/n,他/r 安心/v 地/uv 去/v,,,,,,,
12264,,我 因 處理 不了 的 感情 與 欠缺 而 沒 <讓> 他 懂 ，,我/r 因/p 處理/v 不了/v 的/uj 感情/n 與/zg 欠缺/v 而/c 沒/v,他/r 懂/v,,,,,,,
12265,,任何 人 在 空間 上 的 接近[+nom] 都 <讓> 他 立刻 疑心 ，,任何/r 人/n 在/p 空間/n 上/f 的/uj 接近/v nom/eng 都/d,他/r 立刻/d 疑心/n,,,,,,,
12267,,我 竟 <讓> 靈魂 墮落 到 如此 可悲 的 情境 。,我/r 竟/d,靈魂/n 墮落/v 到/v 如此/c 可悲/a 的/uj 情境/n,,,,,,,
12271,,也許 只是 想 寄給 你 一些 能 <讓> 我 的 心緒 變 得 可 見 的 東西 ，,也許/d 只是/c 想/v 寄給/v 你/r 一些/m 能/v,我/r 的/uj 心緒/n 變/zg 得/ud 可/v 見/v 的/uj 東西/ns,,,,,,,
12274,,裂縫 開 得 剛剛好 <讓> 你我 對看 ，,裂縫/n 開/v 得/ud 剛剛/d 好/a,你/r 我/r 對/p 看/v,,,,,,,
12277,,實 需 尋求 一 個 能 <讓> 心靈 憩息 的 場所 ，,實/n 需/v 尋求/v 一/m 個/zg 能/v,心靈/n 憩息/v 的/uj 場所/n,,,,,,,
12282,,黃 村長 找 外省佬 老郎 商量 <讓> 阿忠 歸回 劉家 名下 ，,黃/zg 村長/n 找/v 外省/n 佬/ng 老郎/x 商量/n,阿忠/x 歸回/v 劉家/nrfg 名下/n,,,,,,,
12285,,田雅各 的 小說 <讓> 平地 漢人 能 靈活 並且 全盤 的 進入 原住民 的 生活 領域 ，,田/n 雅各/nrt 的/uj 小說/n,平地/n 漢人/n 能/v 靈活/a 並且/c 全盤/n 的/uj 進入/v 原住民/n 的/uj 生活/vn 領域/n,,,,,,,
12287,,政府 <讓> 你們 生活 無憂無慮 ，,政府/n,你們/r 生活/vn 無憂無慮/i,,,,,,,
12288,,文字 的 美 則 <讓> 人類 的 心靈 越過 時空 隔閡 產生 和諧 的 交流 與 共鳴 。,文字/n 的/uj 美/ns 則/zg,人類/n 的/uj 心靈/n 越過/d 時空/n 隔閡/n 產生/n 和諧/a 的/uj 交流/n 與/zg 共鳴/v,,,,,,,
12290,,王 老師 除了 要 <讓> 孩子 感覺 是 在 讀 一 本 故事書 之外 ，,王/nr 老師/n 除了/p 要/v,孩子/n 感覺/n 是/v 在/p 讀/v 一/m 本/r 故事書/n 之外/f,,,,,,,
12293,,因為 吃 香腸 <讓> 他 好 快樂 。,因為/x 吃/v 香腸/n,他/r 好/a 快樂/a,,,,,,,
12296,,於是 大家 都 非常 努力 地 想 辦法 <讓> 自己 的 鬍子 翹 得 最 高 、 最 長 、 最 美 。,於是/c 大家/n 都/d 非常/d 努力/ad 地/uv 想/v 辦法/n,自己/r 的/uj 鬍子/nr 翹/v 得/ud 最/d 高/a 最/d 長/zg 最/d 美/ns,,,,,,,
12306,,「 她 當然 不肯 <讓> 人們 忘懷 了 這 件 事 ，,她/r 當然/d 不肯/v,人們/n 忘懷/v 了/ul 這/zg 件/zg 事/n,,,,,,,
12309,,無論 是 什麼 音樂 都 能 <讓> 全身 的 細胞 動 起來 。,無論/c 是/v 什麼/r 音樂/n 都/d 能/v,全身/n 的/uj 細胞/n 動/v 起來/v,,,,,,,
12310,,那 幾 年 <讓> 墨瑞 深深 了解到 「 人 需要 被 認同 及 存在 的 證明 」 。,那/r 幾/m 年/m,墨瑞/x 深深/b 了解/v 到/v 人/n 需要/v 被/p 認同/v 及/c 存在/v 的/uj 證明/n,,,,,,,
12312,,世間 最 <讓> 人 消受 不住 的 ，,世間/n 最/d,人/n 消受/v 不住/v 的/uj,,,,,,,
12316,,雙方 同意 不得 <讓> 白蟻 蛀蝕 。,雙方/n 同意/d 不得/v,白蟻/n 蛀蝕/n,,,,,,,
12318,,請 勿 觸摸 可是 飢餓 <讓> 我 咀嚼 了 它 ，,請/zg 勿/d 觸摸/v 可是/c 飢餓/n,我/r 咀嚼/v 了/ul 它/r,,,,,,,
12321,,質疑 對岸 不 <讓> 台啤 以 「 本名 」 登陸 ，,質疑/v 對岸/n 不/d,台/q 啤/n 以/p 本名/n 登陸/v,,,,,,,
12322,,對岸 應 <讓> 登陸 台啤 被 正名 ，,對岸/n 應/v,登陸/v 台/q 啤/n 被/p 正名/a,,,,,,,
